Document group,Document name,Code,Segment,Memos,Comment,Other codes assigned to segment
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Risk factors > Pre-existing mental illness,"Everyone is at risk of heat-related illness, but hot temperatures can be especially dangerous for: 
• Older AdultsB C P r o v i n c i a l H e a t A l e r t a n d R e s p o n s e S y s t e m ( B C H A R S ) : 2 0 2 3 | 49 
• people who live alone 
• people with mental illnesses such as schizophrenia, depression or anxiety 
• people with pre-existing health conditions such as diabetes, heart disease or respiratory disease 
• people with substance use disorders", ,,"Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > mental (Weight: 0)
Search term > drug/substance (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Vulnerable communities,"Everyone is at risk of heat-related illness, but hot temperatures can be especially dangerous for: 
• Older AdultsB C P r o v i n c i a l H e a t A l e r t a n d R e s p o n s e S y s t e m ( B C H A R S ) : 2 0 2 3 | 49 
• people who live alone 
• people with mental illnesses such as schizophrenia, depression or anxiety 
• people with pre-existing health conditions such as diabetes, heart disease or respiratory disease 
• people with substance use disorders 
• people with limited mobility and other disabilities 
• people who are marginally housed 
• people who work in hot environments 
• people who are pregnant 
• infants and young children", ,,"Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > mental (Weight: 0)
Search term > drug/substance (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Search term > mental,mental, ,,"Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Search term > depress,depression, ,,"Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Search term > anxi,anxiety, ,,"Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Search term > drug/substance,substance use, ,,"Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Risk factors,"Everyone is at risk of heat-related illness, but hot temperatures can be especially dangerous for: 
• people over 60 
• people who live alone 
• people with mental illnesses such as schizophrenia, depression or anxiety 
• people with pre-existing health conditions such as diabetes, heart disease or respiratory disease 
• people with substance use disorders", ,,"Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > mental (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Risk factors > Social Isolation,"Everyone is at risk of heat-related illness, but hot temperatures can be especially dangerous for: 
• people over 60 
• people who live alone 
• people with mental illnesses such as schizophrenia, depression or anxiety 
• people with pre-existing health conditions such as diabetes, heart disease or respiratory disease 
• people with substance use disorders", ,,"Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > mental (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Risk factors > Substance Use,"Everyone is at risk of heat-related illness, but hot temperatures can be especially dangerous for: 
• people over 60 
• people who live alone 
• people with mental illnesses such as schizophrenia, depression or anxiety 
• people with pre-existing health conditions such as diabetes, heart disease or respiratory disease 
• people with substance use disorders", ,,"Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > mental (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Risk factors > Pre-existing mental illness,"Everyone is at risk of heat-related illness, but hot temperatures can be especially dangerous for: 
• people over 60 
• people who live alone 
• people with mental illnesses such as schizophrenia, depression or anxiety 
• people with pre-existing health conditions such as diabetes, heart disease or respiratory disease 
• people with substance use disorders", ,,"Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > mental (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Vulnerable communities,"Everyone is at risk of heat-related illness, but hot temperatures can be especially dangerous for: 
• people over 60 
• people who live alone 
• people with mental illnesses such as schizophrenia, depression or anxiety 
• people with pre-existing health conditions such as diabetes, heart disease or respiratory disease 
• people with substance use disorders", ,,"Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > mental (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Search term > mental,mental illnesses, ,,"Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Search term > anxi,", depression or anxiety", ,,"Search term > depress (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. British Columbia. Provincial-Heat-Alerting-Response-System. 2023,Search term > depress,", depression or anxiety", ,,"Search term > anxi (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. City of Surrey. extreme-heat-response-guideline. 2024,Search term > wellbeing,well-being, ,,
Americas,Canada. City of Surrey. extreme-heat-response-guideline. 2024,Search term > wellbeing,well-being, ,,
Americas,Canada. City of Surrey. extreme-heat-response-guideline. 2024,No mention of mental health information,Extreme Heat Alert Protocol and Response, ,,
Americas,Canada. Great Sudbury. Hot_weather_response_plan_2010,Risk factors,"Research studies show that socially isolated seniors are at highest risk of heat-related morbidity and mortality. Other at-risk groups include people with chronic and pre-existing illnesses including mental illness, children and people who have low incomes or are homeless.", ,,"Search term > Isolat (Weight: 0)
Search term > mental (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. Great Sudbury. Hot_weather_response_plan_2010,Risk factors > Social Isolation,"Research studies show that socially isolated seniors are at highest risk of heat-related morbidity and mortality. Other at-risk groups include people with chronic and pre-existing illnesses including mental illness, children and people who have low incomes or are homeless.", ,,"Search term > Isolat (Weight: 0)
Search term > mental (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. Great Sudbury. Hot_weather_response_plan_2010,Risk factors > Pre-existing mental illness,"Research studies show that socially isolated seniors are at highest risk of heat-related morbidity and mortality. Other at-risk groups include people with chronic and pre-existing illnesses including mental illness, children and people who have low incomes or are homeless.", ,,"Search term > Isolat (Weight: 0)
Search term > mental (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. Great Sudbury. Hot_weather_response_plan_2010,Vulnerable communities,"Research studies show that socially isolated seniors are at highest risk of heat-related morbidity and mortality. Other at-risk groups include people with chronic and pre-existing illnesses including mental illness, children and people who have low incomes or are homeless.", ,,"Search term > Isolat (Weight: 0)
Search term > mental (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)"
Americas,Canada. Great Sudbury. Hot_weather_response_plan_2010,Search term > Isolat,socially isolated, ,,"Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. Great Sudbury. Hot_weather_response_plan_2010,Search term > mental,mental illness, ,,"Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,Canada. Pitt Meadows. hot_weather_response_plan. 2011,No mention of mental health information,Hot Weather Response Plan, ,,
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,Risk factors,"Austin’s Heat Equity 
 MYYUXJUMYWFHPNSLHIHLT[NSINHFYTW5FLJX$XJQJHYJI(TSYJSY&WJF&GGWJ[NFYNTS""XJQJHYJI.SINHFYTW.I"" 
When there are major heat events, our residents who are most vulnerable feel it the worst. While all of Austin is expected to experience increases in extreme heat, not all residents face the same impacts. People with the least amount of resources or who spend time outdoors are most at risk — including outdoor workers, infants, elderly, incarcerated people, individuals experiencing homelessness, low-income communities, and people with chronic or mental illness.5", ,,"Search term > mental (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,Risk factors > Pre-existing mental illness,"Austin’s Heat Equity 
 MYYUXJUMYWFHPNSLHIHLT[NSINHFYTW5FLJX$XJQJHYJI(TSYJSY&WJF&GGWJ[NFYNTS""XJQJHYJI.SINHFYTW.I"" 
When there are major heat events, our residents who are most vulnerable feel it the worst. While all of Austin is expected to experience increases in extreme heat, not all residents face the same impacts. People with the least amount of resources or who spend time outdoors are most at risk — including outdoor workers, infants, elderly, incarcerated people, individuals experiencing homelessness, low-income communities, and people with chronic or mental illness.5", ,,"Search term > mental (Weight: 0)
Risk factors (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,Vulnerable communities,"Austin’s Heat Equity 
 MYYUXJUMYWFHPNSLHIHLT[NSINHFYTW5FLJX$XJQJHYJI(TSYJSY&WJF&GGWJ[NFYNTS""XJQJHYJI.SINHFYTW.I"" 
When there are major heat events, our residents who are most vulnerable feel it the worst. While all of Austin is expected to experience increases in extreme heat, not all residents face the same impacts. People with the least amount of resources or who spend time outdoors are most at risk — including outdoor workers, infants, elderly, incarcerated people, individuals experiencing homelessness, low-income communities, and people with chronic or mental illness.5", ,,"Search term > mental (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)"
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,Search term > mental,mental, ,,"Risk factors (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,Search term > resilience,resilience, ,,
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,General Interventions ,"Austin’s Heat Resilience Playbook 
Austin’s first Heat Resilience Playbook identifies 
neighborhood-based and citywide projects, programs, and policies that can be leveraged to combat extreme heat. This Playbook seeks to uplift existing City-led heat resilience efforts and outline 
a series of high-impact actions that the City of Austin can take to build heat resilience. 
The actions outlined in this Playbook are structured through a three-pillar approach that focuses on individuals, neighborhoods, and our built and living environment. Strategies and actions identified are informed by Austin’s most recent localized extreme heat data and the latest international best practices. The strategies and actions are also a result of workshops, departmental meetings, office hours, and individual review efforts in collaboration with and consultation from City departments and Austin community members. Each action has an associated City department champion assigned based on interest, capacity, and alignment with existing City department jurisdiction and responsibilities.", ,,
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,General Interventions ,"2.2.2 Grow Austin’s Resilience Hub Network 
Leverage the Austin Resilience Hub Network to ensure they provide cooling benefits to community members on high-heat days. The City is working to uplift 14 Resilience Hubs in East Austin, with plans to build a future network of Hubs to serve the greater community", ,,
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,General Interventions ,"2.4.4 Pilot cool corridors 
Pilot cool corridors by designing and deploying cooling strategies such as trees and built shade on high-heat corridors. The Office of Resilience will work closely with community partners to identify key corridors that could benefit from cooling interventions. Cool corridors will leverage great streets infrastructure elements, such as street trees and bicycle infrastructure, as well as the Strategic Mobility Plan to maximize the benefits of linking cooling strategies together. 
CHAMPIONS: AUSTIN TRANSIT PARTNERSHIP, CAPMETRO, OFFICE OF RESILIENCE, PLANNING, TRANSPORTATION & PUBLIC WORKS 
A concept developed by cities such as Phoenix, Arizona, cool corridors are segments of streets and sidewalks, longer than a quarter mile, that provide shading and cooling benefits to pedestrians and cyclists. When strategically implemented along pedestrian corridors in heat-vulnerable communities, cool corridors can minimize the impacts of extreme heat.", ,,
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,Search term > resilience,resilience, ,,
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,Search term > resilience,resilience, ,,
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,Search term > resilience,"resilience,", ,,
Americas,USA. CITY OF AUSTIN Heat Resilience Playbook,Search term > resilience,resilience, ,,
Americas,USA. City of Phoenix 2024 Heat Response Plan,Mental Health Interventions or Plans,"There are 12 new or significantly revised actions in the 2024 Heat Response Plan: 
1. Adopt an Incident Management Team (IMT) framework for the heat season. 2. Formalize a tiered heat response framework. 
3. Expand operating hours and services at Heat Relief Network locations. 4. Integrate heat outreach programs into other city services. 5. Follow improved heat safety plans for all city departments. 6. Propose new heat safety requirements for City-engaged businesses. 7. Leverage the Phoenix Fire Department’s data resources in new ways. 8. Develop more specific strategies for people who use substances. 9. Coordinate with recently added County and State staff positions. 10. Increase the modalities and reach of public messaging. 11. Expand the trail closure policy on heat warning days. 12. Operate the Safe Outdoor Space.", ,,"Search term > drug/substance (Weight: 0)
Mental Health Interventions or Plans > Individual (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Mental Health Interventions or Plans > Individual,"There are 12 new or significantly revised actions in the 2024 Heat Response Plan: 
1. Adopt an Incident Management Team (IMT) framework for the heat season. 2. Formalize a tiered heat response framework. 
3. Expand operating hours and services at Heat Relief Network locations. 4. Integrate heat outreach programs into other city services. 5. Follow improved heat safety plans for all city departments. 6. Propose new heat safety requirements for City-engaged businesses. 7. Leverage the Phoenix Fire Department’s data resources in new ways. 8. Develop more specific strategies for people who use substances. 9. Coordinate with recently added County and State staff positions. 10. Increase the modalities and reach of public messaging. 11. Expand the trail closure policy on heat warning days. 12. Operate the Safe Outdoor Space.", ,,"Search term > drug/substance (Weight: 0)
Mental Health Interventions or Plans (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Search term > drug/substance,substances, ,,"Mental Health Interventions or Plans (Weight: 0)
Mental Health Interventions or Plans > Individual (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Mental Health Outcomes ,"Many other health challenges are also known to be related to prolonged, frequent, or severe heat exposure that are not systematically documented. These challenges include cases of heat illness that are unreported, disrupted sleep patterns, and anxiety over high electricity bills.", ,,"Search term > anxi (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Sleep deprivation (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Mental Health Outcomes  > Symptoms or other outcomes,"Many other health challenges are also known to be related to prolonged, frequent, or severe heat exposure that are not systematically documented. These challenges include cases of heat illness that are unreported, disrupted sleep patterns, and anxiety over high electricity bills.", ,,"Search term > anxi (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Symptoms or other outcomes > Sleep deprivation (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Mental Health Outcomes  > Symptoms or other outcomes > Sleep deprivation,"Many other health challenges are also known to be related to prolonged, frequent, or severe heat exposure that are not systematically documented. These challenges include cases of heat illness that are unreported, disrupted sleep patterns, and anxiety over high electricity bills.", ,,"Search term > anxi (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Mental Health Outcomes  > DSM Classified Disorders,"Many other health challenges are also known to be related to prolonged, frequent, or severe heat exposure that are not systematically documented. These challenges include cases of heat illness that are unreported, disrupted sleep patterns, and anxiety over high electricity bills.", ,,"Search term > anxi (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Sleep deprivation (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Mental Health Outcomes  > DSM Classified Disorders > Anxiety,"Many other health challenges are also known to be related to prolonged, frequent, or severe heat exposure that are not systematically documented. These challenges include cases of heat illness that are unreported, disrupted sleep patterns, and anxiety over high electricity bills.", ,,"Search term > anxi (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Sleep deprivation (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Search term > anxi,anxiety, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Sleep deprivation (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Risk factors,"While everyone is potentially vulnerable to heat-related illness, certain communities account for a disproportionately high share of the public health burden of extreme heat. Multiple studies of heat-health impacts in Arizona find that rates of heat-related illness and/or death are higher in communities that have lower incomes, lower quality housing, a higher prevalence of elderly individuals, a higher prevalence of people of color, and other indicators of social vulnerability. Public health reports in Arizona further point to people experiencing homelessness and substance users as disproportionately burdened by heat.", ,,"Search term > drug/substance (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Risk factors > Substance Use,"While everyone is potentially vulnerable to heat-related illness, certain communities account for a disproportionately high share of the public health burden of extreme heat. Multiple studies of heat-health impacts in Arizona find that rates of heat-related illness and/or death are higher in communities that have lower incomes, lower quality housing, a higher prevalence of elderly individuals, a higher prevalence of people of color, and other indicators of social vulnerability. Public health reports in Arizona further point to people experiencing homelessness and substance users as disproportionately burdened by heat.", ,,"Search term > drug/substance (Weight: 0)
Risk factors (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Vulnerable communities,"While everyone is potentially vulnerable to heat-related illness, certain communities account for a disproportionately high share of the public health burden of extreme heat. Multiple studies of heat-health impacts in Arizona find that rates of heat-related illness and/or death are higher in communities that have lower incomes, lower quality housing, a higher prevalence of elderly individuals, a higher prevalence of people of color, and other indicators of social vulnerability. Public health reports in Arizona further point to people experiencing homelessness and substance users as disproportionately burdened by heat.", ,,"Search term > drug/substance (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Substance Use (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Search term > drug/substance,substance users, ,,"Risk factors (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Vulnerable communities (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Search term > resilience,resilience, ,,
Americas,USA. City of Phoenix 2024 Heat Response Plan,Risk factors,"Key details for City of Phoenix cases (total = 395) in 2023: 
• 224 cases were considered heat caused and 171 cases were considered as heat contributed. 
• 340 cases had a place of injury in Phoenix. Among these cases, 257 were among 
Maricopa County residents, 23 were among residents of other counties in Arizona, and 80 had out of state or unknown residency. 
• 268 cases had a known place of injury outdoors; 73 cases had a known place of injury indoors. 
• Among 268 outdoor cases, 200 occurred in an urban area, and 225 were men 
• Among 73 indoor cases, 60 occurred with either a non-functioning air conditioning unit (50), an air conditioning unit that was turned off (8), or in a unit without electricity (2). Women accounted for 1/3 of the indoor cases, versus less than 1/6 of the outdoor cases. 
• 213 of the 395 total cases were individuals known to be experiencing homelessness and another 59 were among people with an unknown living situation. 
• 290 of the 395 cases involved drugs or alcohol in the cause of death.", ,,"Search term > alcohol (Weight: 0)
Search term > drug/substance (Weight: 0)
Risk factors > Substance Use (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Risk factors > Substance Use,"Key details for City of Phoenix cases (total = 395) in 2023: 
• 224 cases were considered heat caused and 171 cases were considered as heat contributed. 
• 340 cases had a place of injury in Phoenix. Among these cases, 257 were among 
Maricopa County residents, 23 were among residents of other counties in Arizona, and 80 had out of state or unknown residency. 
• 268 cases had a known place of injury outdoors; 73 cases had a known place of injury indoors. 
• Among 268 outdoor cases, 200 occurred in an urban area, and 225 were men 
• Among 73 indoor cases, 60 occurred with either a non-functioning air conditioning unit (50), an air conditioning unit that was turned off (8), or in a unit without electricity (2). Women accounted for 1/3 of the indoor cases, versus less than 1/6 of the outdoor cases. 
• 213 of the 395 total cases were individuals known to be experiencing homelessness and another 59 were among people with an unknown living situation. 
• 290 of the 395 cases involved drugs or alcohol in the cause of death.", ,,"Search term > alcohol (Weight: 0)
Search term > drug/substance (Weight: 0)
Risk factors (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Search term > alcohol,290 of the 395 cases involved drugs or alcohol in the cause of death., ,,"Search term > drug/substance (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Substance Use (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Search term > drug/substance,290 of the 395 cases involved drugs or alcohol in the cause of death., ,,"Search term > alcohol (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Substance Use (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Mental Health Interventions or Plans,"Heat Response Programs and Services 
In 2024, the City of Phoenix will take the lead or play a significant role in executing 39 heat response programs and services. This comprehensive portfolio comprises a mix of ongoing programs continuing from previous years, revised existing programs, and new initiatives introduced for the summer of 2024. The responsibility and support for these programs and services, encompassing budget and staffing needs, are distributed across more than 15 different City departments and functions. 
There are 12 new or significantly revised actions in the 2024 Heat Response Plan: 
1. Adopt an Incident Management Team (IMT) framework for the heat season (see Action 9.1). 2. Formalize a tiered heat response framework (2.1). 
3. Expand operating hours and services at Heat Relief Network locations (3.2, 3.3). 4. Integrate heat outreach programs into other city services (8.6). 5. Follow improved heat safety plans for all city departments (7.1). 6. Propose new heat safety requirements for City-engaged businesses (7.3). 7. Leverage the Phoenix Fire Department’s data resources in new ways (2.2). 8. Develop more specific strategies for people who use substances (8.4) 9. Coordinate with recently added County and State staff positions (9.5). 10. Increase the modalities and reach of public messaging (8.1). 11. Expand the trail closure policy on heat warning days (6.4). 12. Operate the Safe Outdoor Space (3.4).", ,,"Search term > drug/substance (Weight: 0)
Mental Health Interventions or Plans > Individual (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Mental Health Interventions or Plans > Individual,"Heat Response Programs and Services 
In 2024, the City of Phoenix will take the lead or play a significant role in executing 39 heat response programs and services. This comprehensive portfolio comprises a mix of ongoing programs continuing from previous years, revised existing programs, and new initiatives introduced for the summer of 2024. The responsibility and support for these programs and services, encompassing budget and staffing needs, are distributed across more than 15 different City departments and functions. 
There are 12 new or significantly revised actions in the 2024 Heat Response Plan: 
1. Adopt an Incident Management Team (IMT) framework for the heat season (see Action 9.1). 2. Formalize a tiered heat response framework (2.1). 
3. Expand operating hours and services at Heat Relief Network locations (3.2, 3.3). 4. Integrate heat outreach programs into other city services (8.6). 5. Follow improved heat safety plans for all city departments (7.1). 6. Propose new heat safety requirements for City-engaged businesses (7.3). 7. Leverage the Phoenix Fire Department’s data resources in new ways (2.2). 8. Develop more specific strategies for people who use substances (8.4) 9. Coordinate with recently added County and State staff positions (9.5). 10. Increase the modalities and reach of public messaging (8.1). 11. Expand the trail closure policy on heat warning days (6.4). 12. Operate the Safe Outdoor Space (3.4).", ,,"Search term > drug/substance (Weight: 0)
Mental Health Interventions or Plans (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Search term > drug/substance,substances, ,,"Mental Health Interventions or Plans (Weight: 0)
Mental Health Interventions or Plans > Individual (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Mental Health Interventions or Plans,"Engage with the Community to Build Heat Readiness 
8.3 Distribute Youth Heat Safety Books CONTINUED OHRM, LIBRARY, COMMS, OAC 8.4 Improve Engagement Strategies for People Who Use Substances 
CONTINUED OPH, OHRM, COMMS 8.5 Support Media Requests Related to Heat Response 
CONTINUED OHRM, COMMS 
8.6 Distribute Heat Relief Supplies to People Experiencing Homelessness 
REVISED OHS, OHRM 
8.7 Train Volunteers to Support Heat Response Programs 
REVISED VOL, OHRM 
8.8 Attend Community Events to Share Heat Safety Resources 
CONTINUED OHRM", ,,"Search term > drug/substance (Weight: 0)
Mental Health Interventions or Plans > Community (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Mental Health Interventions or Plans > Community,"Engage with the Community to Build Heat Readiness 
8.3 Distribute Youth Heat Safety Books CONTINUED OHRM, LIBRARY, COMMS, OAC 8.4 Improve Engagement Strategies for People Who Use Substances 
CONTINUED OPH, OHRM, COMMS 8.5 Support Media Requests Related to Heat Response 
CONTINUED OHRM, COMMS 
8.6 Distribute Heat Relief Supplies to People Experiencing Homelessness 
REVISED OHS, OHRM 
8.7 Train Volunteers to Support Heat Response Programs 
REVISED VOL, OHRM 
8.8 Attend Community Events to Share Heat Safety Resources 
CONTINUED OHRM", ,,"Search term > drug/substance (Weight: 0)
Mental Health Interventions or Plans (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Search term > drug/substance,Substances, ,,"Mental Health Interventions or Plans (Weight: 0)
Mental Health Interventions or Plans > Community (Weight: 0)"
Americas,USA. City of Phoenix 2024 Heat Response Plan,Search term > wellbeing,well-being, ,,
Americas,USA. City of Phoenix 2024 Heat Response Plan,General Interventions ," Monitor regional data with the Arizona Heat Resilience Work Group Action 2.3 
The AZ Heat Resilience Work Group meets to convene stakeholder organizations from around Arizona to monitor heat forecasts/warnings from the National Weather Service, review community health indicators provided by health agencies, share best practices relating to heat response and relief, and to encourage collaboration, coordination, and development of novel responses to preparedness and resilience to extreme heat. Diverse stakeholders participate in the Work Group, including local, county, state, and federal government officials, regional nonprofits, faith-based institutions, academic and research partners, and community advocates. Multiple City departments participate in the Work Group’s biweekly virtual meetings in the Heat Season, and staff from the Office of Heat Response and Mitigation serve on the Work Group’s steering committee", ,,Search term > resilience (Weight: 0)
Americas,USA. City of Phoenix 2024 Heat Response Plan,Search term > resilience,resilience, ,,General Interventions  (Weight: 0)
